,hlayer_size,activation,crossover_method,mutation_method,mutation_rate,gen,avg,best
272,"(4,)",logistic,two-point,normal,0.1,2.0,8.38,10.0
272,"(4,)",logistic,two-point,normal,0.1,3.0,8.38,10.0
272,"(4,)",logistic,two-point,normal,0.1,4.0,9.84,84.0
272,"(4,)",logistic,two-point,normal,0.1,5.0,210.28,9999.0
273,"(4,)",logistic,two-point,normal,0.5,1.0,8.36,10.0
273,"(4,)",logistic,two-point,normal,0.5,2.0,20.88,323.0
273,"(4,)",logistic,two-point,normal,0.5,3.0,9.3,28.0
273,"(4,)",logistic,two-point,normal,0.5,4.0,11.76,63.0
273,"(4,)",logistic,two-point,normal,0.5,5.0,14.1,103.0
273,"(4,)",logistic,two-point,normal,0.5,6.0,18.18,112.0
273,"(4,)",logistic,two-point,normal,0.5,7.0,61.82,1869.0
274,"(4,)",logistic,two-point,normal,lambda s: 5/s,1.0,8.34,10.0
274,"(4,)",logistic,two-point,normal,lambda s: 5/s,2.0,9.9,66.0
274,"(4,)",logistic,two-point,normal,lambda s: 5/s,3.0,8.9,32.0
274,"(4,)",logistic,two-point,normal,lambda s: 5/s,4.0,10.34,49.0
274,"(4,)",logistic,two-point,normal,lambda s: 5/s,5.0,11.06,54.0
274,"(4,)",logistic,two-point,normal,lambda s: 5/s,6.0,14.46,116.0
274,"(4,)",logistic,two-point,normal,lambda s: 5/s,7.0,15.94,84.0
274,"(4,)",logistic,two-point,normal,lambda s: 5/s,8.0,17.72,182.0
274,"(4,)",logistic,two-point,normal,lambda s: 5/s,9.0,32.08,227.0
274,"(4,)",logistic,two-point,normal,lambda s: 5/s,10.0,88.76,708.0
275,"(4,)",logistic,two-point,uniform,0.001,1.0,8.18,10.0
275,"(4,)",logistic,two-point,uniform,0.001,2.0,8.2,10.0
275,"(4,)",logistic,two-point,uniform,0.001,3.0,8.28,10.0
275,"(4,)",logistic,two-point,uniform,0.001,4.0,8.46,10.0
275,"(4,)",logistic,two-point,uniform,0.001,5.0,8.3,9.0
275,"(4,)",logistic,two-point,uniform,0.001,6.0,8.44,10.0
275,"(4,)",logistic,two-point,uniform,0.001,7.0,8.18,10.0
275,"(4,)",logistic,two-point,uniform,0.001,8.0,8.48,10.0
275,"(4,)",logistic,two-point,uniform,0.001,9.0,8.44,10.0
275,"(4,)",logistic,two-point,uniform,0.001,10.0,8.2,9.0
276,"(4,)",logistic,two-point,uniform,0.01,1.0,8.4,10.0
276,"(4,)",logistic,two-point,uniform,0.01,2.0,8.22,10.0
276,"(4,)",logistic,two-point,uniform,0.01,3.0,8.42,10.0
276,"(4,)",logistic,two-point,uniform,0.01,4.0,8.3,10.0
276,"(4,)",logistic,two-point,uniform,0.01,5.0,8.34,11.0
276,"(4,)",logistic,two-point,uniform,0.01,6.0,8.38,9.0
276,"(4,)",logistic,two-point,uniform,0.01,7.0,8.48,10.0
276,"(4,)",logistic,two-point,uniform,0.01,8.0,8.34,10.0
276,"(4,)",logistic,two-point,uniform,0.01,9.0,8.46,9.0
276,"(4,)",logistic,two-point,uniform,0.01,10.0,8.36,10.0
277,"(4,)",logistic,two-point,uniform,0.1,1.0,8.46,10.0
277,"(4,)",logistic,two-point,uniform,0.1,2.0,8.36,10.0
277,"(4,)",logistic,two-point,uniform,0.1,3.0,8.32,10.0
277,"(4,)",logistic,two-point,uniform,0.1,4.0,8.44,10.0
277,"(4,)",logistic,two-point,uniform,0.1,5.0,9.2,54.0
277,"(4,)",logistic,two-point,uniform,0.1,6.0,8.66,18.0
277,"(4,)",logistic,two-point,uniform,0.1,7.0,11.86,91.0
277,"(4,)",logistic,two-point,uniform,0.1,8.0,24.54,594.0
277,"(4,)",logistic,two-point,uniform,0.1,9.0,16.38,216.0
277,"(4,)",logistic,two-point,uniform,0.1,10.0,43.08,431.0
278,"(4,)",logistic,two-point,uniform,0.5,1.0,8.44,10.0
278,"(4,)",logistic,two-point,uniform,0.5,2.0,9.64,62.0
278,"(4,)",logistic,two-point,uniform,0.5,3.0,12.62,160.0
278,"(4,)",logistic,two-point,uniform,0.5,4.0,9.3,30.0
278,"(4,)",logistic,two-point,uniform,0.5,5.0,13.72,81.0
278,"(4,)",logistic,two-point,uniform,0.5,6.0,13.88,216.0
278,"(4,)",logistic,two-point,uniform,0.5,7.0,12.1,43.0
278,"(4,)",logistic,two-point,uniform,0.5,8.0,15.34,135.0
278,"(4,)",logistic,two-point,uniform,0.5,9.0,21.46,113.0
278,"(4,)",logistic,two-point,uniform,0.5,10.0,27.1,133.0
279,"(4,)",logistic,two-point,uniform,lambda s: 5/s,1.0,8.28,10.0
279,"(4,)",logistic,two-point,uniform,lambda s: 5/s,2.0,10.2,61.0
279,"(4,)",logistic,two-point,uniform,lambda s: 5/s,3.0,11.22,34.0
279,"(4,)",logistic,two-point,uniform,lambda s: 5/s,4.0,10.76,60.0
279,"(4,)",logistic,two-point,uniform,lambda s: 5/s,5.0,12.9,84.0
279,"(4,)",logistic,two-point,uniform,lambda s: 5/s,6.0,14.8,90.0
279,"(4,)",logistic,two-point,uniform,lambda s: 5/s,7.0,16.68,82.0
279,"(4,)",logistic,two-point,uniform,lambda s: 5/s,8.0,21.54,166.0
279,"(4,)",logistic,two-point,uniform,lambda s: 5/s,9.0,26.46,113.0
279,"(4,)",logistic,two-point,uniform,lambda s: 5/s,10.0,37.82,219.0
280,"(4,)",logistic,uniform,nullify,0.001,1.0,8.28,9.0
280,"(4,)",logistic,uniform,nullify,0.001,2.0,8.44,10.0
280,"(4,)",logistic,uniform,nullify,0.001,3.0,8.22,9.0
280,"(4,)",logistic,uniform,nullify,0.001,4.0,8.16,10.0
280,"(4,)",logistic,uniform,nullify,0.001,5.0,8.32,9.0
280,"(4,)",logistic,uniform,nullify,0.001,6.0,8.32,10.0
280,"(4,)",logistic,uniform,nullify,0.001,7.0,8.3,10.0
280,"(4,)",logistic,uniform,nullify,0.001,8.0,8.5,10.0
280,"(4,)",logistic,uniform,nullify,0.001,9.0,8.56,10.0
280,"(4,)",logistic,uniform,nullify,0.001,10.0,8.36,10.0
281,"(4,)",logistic,uniform,nullify,0.01,1.0,8.4,10.0
281,"(4,)",logistic,uniform,nullify,0.01,2.0,8.54,10.0
281,"(4,)",logistic,uniform,nullify,0.01,3.0,8.24,9.0
281,"(4,)",logistic,uniform,nullify,0.01,4.0,8.36,10.0
281,"(4,)",logistic,uniform,nullify,0.01,5.0,8.46,10.0
281,"(4,)",logistic,uniform,nullify,0.01,6.0,8.2,10.0
281,"(4,)",logistic,uniform,nullify,0.01,7.0,8.48,10.0
281,"(4,)",logistic,uniform,nullify,0.01,8.0,8.38,10.0
281,"(4,)",logistic,uniform,nullify,0.01,9.0,8.38,10.0
281,"(4,)",logistic,uniform,nullify,0.01,10.0,8.36,10.0
282,"(4,)",logistic,uniform,nullify,0.1,1.0,8.54,9.0
282,"(4,)",logistic,uniform,nullify,0.1,2.0,8.38,9.0
282,"(4,)",logistic,uniform,nullify,0.1,3.0,8.44,10.0
282,"(4,)",logistic,uniform,nullify,0.1,4.0,9.02,52.0
282,"(4,)",logistic,uniform,nullify,0.1,5.0,8.74,30.0
282,"(4,)",logistic,uniform,nullify,0.1,6.0,10.76,75.0
282,"(4,)",logistic,uniform,nullify,0.1,7.0,14.4,291.0
282,"(4,)",logistic,uniform,nullify,0.1,8.0,23.44,304.0
282,"(4,)",logistic,uniform,nullify,0.1,9.0,67.88,339.0
282,"(4,)",logistic,uniform,nullify,0.1,10.0,161.0,334.0
283,"(4,)",logistic,uniform,nullify,0.5,1.0,8.14,10.0
283,"(4,)",logistic,uniform,nullify,0.5,2.0,8.52,19.0
283,"(4,)",logistic,uniform,nullify,0.5,3.0,8.26,10.0
283,"(4,)",logistic,uniform,nullify,0.5,4.0,8.28,10.0
283,"(4,)",logistic,uniform,nullify,0.5,5.0,8.44,10.0
283,"(4,)",logistic,uniform,nullify,0.5,6.0,8.42,10.0
283,"(4,)",logistic,uniform,nullify,0.5,7.0,8.38,10.0
283,"(4,)",logistic,uniform,nullify,0.5,8.0,8.3,10.0
283,"(4,)",logistic,uniform,nullify,0.5,9.0,8.34,10.0
283,"(4,)",logistic,uniform,nullify,0.5,10.0,8.42,10.0
284,"(4,)",logistic,uniform,nullify,lambda s: 5/s,1.0,8.38,10.0
284,"(4,)",logistic,uniform,nullify,lambda s: 5/s,2.0,8.66,19.0
284,"(4,)",logistic,uniform,nullify,lambda s: 5/s,3.0,8.22,11.0
284,"(4,)",logistic,uniform,nullify,lambda s: 5/s,4.0,8.3,10.0
284,"(4,)",logistic,uniform,nullify,lambda s: 5/s,5.0,8.22,10.0
284,"(4,)",logistic,uniform,nullify,lambda s: 5/s,6.0,8.36,10.0
284,"(4,)",logistic,uniform,nullify,lambda s: 5/s,7.0,8.36,9.0
284,"(4,)",logistic,uniform,nullify,lambda s: 5/s,8.0,8.34,10.0
284,"(4,)",logistic,uniform,nullify,lambda s: 5/s,9.0,8.38,9.0
284,"(4,)",logistic,uniform,nullify,lambda s: 5/s,10.0,8.14,9.0
285,"(4,)",logistic,uniform,permutate,0.001,1.0,8.26,10.0
285,"(4,)",logistic,uniform,permutate,0.001,2.0,8.38,10.0
285,"(4,)",logistic,uniform,permutate,0.001,3.0,8.46,10.0
285,"(4,)",logistic,uniform,permutate,0.001,4.0,8.2,10.0
285,"(4,)",logistic,uniform,permutate,0.001,5.0,8.22,9.0
285,"(4,)",logistic,uniform,permutate,0.001,6.0,8.46,10.0
285,"(4,)",logistic,uniform,permutate,0.001,7.0,8.28,10.0
285,"(4,)",logistic,uniform,permutate,0.001,8.0,8.44,10.0
285,"(4,)",logistic,uniform,permutate,0.001,9.0,8.42,10.0
285,"(4,)",logistic,uniform,permutate,0.001,10.0,8.2,9.0
286,"(4,)",logistic,uniform,permutate,0.01,1.0,8.36,10.0
286,"(4,)",logistic,uniform,permutate,0.01,2.0,8.16,9.0
286,"(4,)",logistic,uniform,permutate,0.01,3.0,8.24,10.0
286,"(4,)",logistic,uniform,permutate,0.01,4.0,8.24,9.0
286,"(4,)",logistic,uniform,permutate,0.01,5.0,8.28,10.0
286,"(4,)",logistic,uniform,permutate,0.01,6.0,8.52,10.0
286,"(4,)",logistic,uniform,permutate,0.01,7.0,8.4,10.0
286,"(4,)",logistic,uniform,permutate,0.01,8.0,8.26,10.0
286,"(4,)",logistic,uniform,permutate,0.01,9.0,8.38,10.0
286,"(4,)",logistic,uniform,permutate,0.01,10.0,8.32,10.0
287,"(4,)",logistic,uniform,permutate,0.1,1.0,8.42,10.0
287,"(4,)",logistic,uniform,permutate,0.1,2.0,8.2,9.0
287,"(4,)",logistic,uniform,permutate,0.1,3.0,8.38,10.0
287,"(4,)",logistic,uniform,permutate,0.1,4.0,8.32,10.0
287,"(4,)",logistic,uniform,permutate,0.1,5.0,8.44,10.0
287,"(4,)",logistic,uniform,permutate,0.1,6.0,8.26,10.0
287,"(4,)",logistic,uniform,permutate,0.1,7.0,8.42,9.0
287,"(4,)",logistic,uniform,permutate,0.1,8.0,8.16,10.0
287,"(4,)",logistic,uniform,permutate,0.1,9.0,8.1,10.0
287,"(4,)",logistic,uniform,permutate,0.1,10.0,8.38,10.0
288,"(4,)",logistic,uniform,permutate,0.5,1.0,8.44,9.0
288,"(4,)",logistic,uniform,permutate,0.5,2.0,8.3,9.0
288,"(4,)",logistic,uniform,permutate,0.5,3.0,8.24,10.0
288,"(4,)",logistic,uniform,permutate,0.5,4.0,8.52,10.0
288,"(4,)",logistic,uniform,permutate,0.5,5.0,8.2,10.0
288,"(4,)",logistic,uniform,permutate,0.5,6.0,8.42,10.0
288,"(4,)",logistic,uniform,permutate,0.5,7.0,8.4,10.0
288,"(4,)",logistic,uniform,permutate,0.5,8.0,8.34,10.0
288,"(4,)",logistic,uniform,permutate,0.5,9.0,8.26,10.0
288,"(4,)",logistic,uniform,permutate,0.5,10.0,8.42,10.0
289,"(4,)",logistic,uniform,permutate,lambda s: 5/s,1.0,8.42,9.0
289,"(4,)",logistic,uniform,permutate,lambda s: 5/s,2.0,8.42,10.0
289,"(4,)",logistic,uniform,permutate,lambda s: 5/s,3.0,8.36,10.0
289,"(4,)",logistic,uniform,permutate,lambda s: 5/s,4.0,8.36,10.0
289,"(4,)",logistic,uniform,permutate,lambda s: 5/s,5.0,8.52,10.0
289,"(4,)",logistic,uniform,permutate,lambda s: 5/s,6.0,8.4,10.0
289,"(4,)",logistic,uniform,permutate,lambda s: 5/s,7.0,8.2,10.0
289,"(4,)",logistic,uniform,permutate,lambda s: 5/s,8.0,8.28,9.0
289,"(4,)",logistic,uniform,permutate,lambda s: 5/s,9.0,8.34,10.0
289,"(4,)",logistic,uniform,permutate,lambda s: 5/s,10.0,8.14,10.0
290,"(4,)",logistic,uniform,normal,0.001,1.0,8.5,10.0
290,"(4,)",logistic,uniform,normal,0.001,2.0,8.24,10.0
290,"(4,)",logistic,uniform,normal,0.001,3.0,8.54,10.0
290,"(4,)",logistic,uniform,normal,0.001,4.0,8.34,10.0
290,"(4,)",logistic,uniform,normal,0.001,5.0,8.3,10.0
290,"(4,)",logistic,uniform,normal,0.001,6.0,8.2,9.0
290,"(4,)",logistic,uniform,normal,0.001,7.0,8.56,10.0
290,"(4,)",logistic,uniform,normal,0.001,8.0,8.34,10.0
290,"(4,)",logistic,uniform,normal,0.001,9.0,8.36,10.0
290,"(4,)",logistic,uniform,normal,0.001,10.0,8.3,9.0
291,"(4,)",logistic,uniform,normal,0.01,1.0,8.48,10.0
291,"(4,)",logistic,uniform,normal,0.01,2.0,8.38,10.0
291,"(4,)",logistic,uniform,normal,0.01,3.0,8.34,9.0
291,"(4,)",logistic,uniform,normal,0.01,4.0,8.3,10.0
291,"(4,)",logistic,uniform,normal,0.01,5.0,8.34,10.0
291,"(4,)",logistic,uniform,normal,0.01,6.0,8.44,10.0
291,"(4,)",logistic,uniform,normal,0.01,7.0,8.34,10.0
291,"(4,)",logistic,uniform,normal,0.01,8.0,8.48,12.0
291,"(4,)",logistic,uniform,normal,0.01,9.0,8.52,15.0
291,"(4,)",logistic,uniform,normal,0.01,10.0,8.72,15.0
292,"(4,)",logistic,uniform,normal,0.1,1.0,8.36,10.0
292,"(4,)",logistic,uniform,normal,0.1,2.0,8.34,10.0
292,"(4,)",logistic,uniform,normal,0.1,3.0,8.56,10.0
292,"(4,)",logistic,uniform,normal,0.1,4.0,8.4,12.0
292,"(4,)",logistic,uniform,normal,0.1,5.0,9.7,57.0
292,"(4,)",logistic,uniform,normal,0.1,6.0,10.04,54.0
292,"(4,)",logistic,uniform,normal,0.1,7.0,51.76,2021.0
293,"(4,)",logistic,uniform,normal,0.5,1.0,8.16,10.0
293,"(4,)",logistic,uniform,normal,0.5,2.0,9.66,35.0
293,"(4,)",logistic,uniform,normal,0.5,3.0,10.74,90.0
293,"(4,)",logistic,uniform,normal,0.5,4.0,12.62,68.0
293,"(4,)",logistic,uniform,normal,0.5,5.0,20.48,202.0
293,"(4,)",logistic,uniform,normal,0.5,6.0,27.7,211.0
293,"(4,)",logistic,uniform,normal,0.5,7.0,23.52,160.0
293,"(4,)",logistic,uniform,normal,0.5,8.0,28.28,305.0
293,"(4,)",logistic,uniform,normal,0.5,9.0,21.74,190.0
293,"(4,)",logistic,uniform,normal,0.5,10.0,49.32,455.0
294,"(4,)",logistic,uniform,normal,lambda s: 5/s,1.0,8.12,9.0
294,"(4,)",logistic,uniform,normal,lambda s: 5/s,2.0,11.26,106.0
294,"(4,)",logistic,uniform,normal,lambda s: 5/s,3.0,9.3,28.0
294,"(4,)",logistic,uniform,normal,lambda s: 5/s,4.0,213.92,9999.0
295,"(4,)",logistic,uniform,uniform,0.001,1.0,8.28,10.0
295,"(4,)",logistic,uniform,uniform,0.001,2.0,8.34,10.0
295,"(4,)",logistic,uniform,uniform,0.001,3.0,8.42,10.0
295,"(4,)",logistic,uniform,uniform,0.001,4.0,8.24,10.0
295,"(4,)",logistic,uniform,uniform,0.001,5.0,8.42,10.0
295,"(4,)",logistic,uniform,uniform,0.001,6.0,8.38,10.0
295,"(4,)",logistic,uniform,uniform,0.001,7.0,8.3,9.0
295,"(4,)",logistic,uniform,uniform,0.001,8.0,8.4,9.0
295,"(4,)",logistic,uniform,uniform,0.001,9.0,8.08,9.0
295,"(4,)",logistic,uniform,uniform,0.001,10.0,8.32,10.0
296,"(4,)",logistic,uniform,uniform,0.01,1.0,8.44,10.0
296,"(4,)",logistic,uniform,uniform,0.01,2.0,8.28,10.0
296,"(4,)",logistic,uniform,uniform,0.01,3.0,8.32,10.0
296,"(4,)",logistic,uniform,uniform,0.01,4.0,8.1,11.0
296,"(4,)",logistic,uniform,uniform,0.01,5.0,8.42,10.0
296,"(4,)",logistic,uniform,uniform,0.01,6.0,8.32,10.0
296,"(4,)",logistic,uniform,uniform,0.01,7.0,8.38,10.0
296,"(4,)",logistic,uniform,uniform,0.01,8.0,8.38,9.0
296,"(4,)",logistic,uniform,uniform,0.01,9.0,8.4,10.0
296,"(4,)",logistic,uniform,uniform,0.01,10.0,8.3,10.0
297,"(4,)",logistic,uniform,uniform,0.1,1.0,8.3,10.0
297,"(4,)",logistic,uniform,uniform,0.1,2.0,8.82,30.0
297,"(4,)",logistic,uniform,uniform,0.1,3.0,8.68,23.0
297,"(4,)",logistic,uniform,uniform,0.1,4.0,8.3,10.0
297,"(4,)",logistic,uniform,uniform,0.1,5.0,8.36,10.0
297,"(4,)",logistic,uniform,uniform,0.1,6.0,12.32,107.0
297,"(4,)",logistic,uniform,uniform,0.1,7.0,9.34,25.0
297,"(4,)",logistic,uniform,uniform,0.1,8.0,11.34,58.0
297,"(4,)",logistic,uniform,uniform,0.1,9.0,14.32,106.0
297,"(4,)",logistic,uniform,uniform,0.1,10.0,12.34,41.0
298,"(4,)",logistic,uniform,uniform,0.5,1.0,8.42,10.0
298,"(4,)",logistic,uniform,uniform,0.5,2.0,10.1,80.0
298,"(4,)",logistic,uniform,uniform,0.5,3.0,9.74,41.0
298,"(4,)",logistic,uniform,uniform,0.5,4.0,12.64,77.0
298,"(4,)",logistic,uniform,uniform,0.5,5.0,15.08,160.0
298,"(4,)",logistic,uniform,uniform,0.5,6.0,19.4,361.0
298,"(4,)",logistic,uniform,uniform,0.5,7.0,16.18,73.0
298,"(4,)",logistic,uniform,uniform,0.5,8.0,24.5,166.0
298,"(4,)",logistic,uniform,uniform,0.5,9.0,25.98,135.0
298,"(4,)",logistic,uniform,uniform,0.5,10.0,22.96,95.0
299,"(4,)",logistic,uniform,uniform,lambda s: 5/s,1.0,8.02,9.0
299,"(4,)",logistic,uniform,uniform,lambda s: 5/s,2.0,8.36,12.0
299,"(4,)",logistic,uniform,uniform,lambda s: 5/s,3.0,11.62,126.0
299,"(4,)",logistic,uniform,uniform,lambda s: 5/s,4.0,16.06,102.0
299,"(4,)",logistic,uniform,uniform,lambda s: 5/s,5.0,22.34,93.0
299,"(4,)",logistic,uniform,uniform,lambda s: 5/s,6.0,27.34,199.0
299,"(4,)",logistic,uniform,uniform,lambda s: 5/s,7.0,45.28,311.0
299,"(4,)",logistic,uniform,uniform,lambda s: 5/s,8.0,79.62,329.0
299,"(4,)",logistic,uniform,uniform,lambda s: 5/s,9.0,80.3,375.0
299,"(4,)",logistic,uniform,uniform,lambda s: 5/s,10.0,96.54,337.0
300,"(4,)",tanh,one-point,nullify,0.001,1.0,14.1,18.0
300,"(4,)",tanh,one-point,nullify,0.001,2.0,14.14,18.0
300,"(4,)",tanh,one-point,nullify,0.001,3.0,14.2,19.0
300,"(4,)",tanh,one-point,nullify,0.001,4.0,14.24,19.0
300,"(4,)",tanh,one-point,nullify,0.001,5.0,15.1,50.0
300,"(4,)",tanh,one-point,nullify,0.001,6.0,18.02,88.0
300,"(4,)",tanh,one-point,nullify,0.001,7.0,24.54,100.0
300,"(4,)",tanh,one-point,nullify,0.001,8.0,41.38,88.0
300,"(4,)",tanh,one-point,nullify,0.001,9.0,53.5,113.0
300,"(4,)",tanh,one-point,nullify,0.001,10.0,51.78,92.0
301,"(4,)",tanh,one-point,nullify,0.01,1.0,14.34,19.0
301,"(4,)",tanh,one-point,nullify,0.01,2.0,13.6,24.0
301,"(4,)",tanh,one-point,nullify,0.01,3.0,14.96,25.0
301,"(4,)",tanh,one-point,nullify,0.01,4.0,14.76,30.0
301,"(4,)",tanh,one-point,nullify,0.01,5.0,15.28,27.0
301,"(4,)",tanh,one-point,nullify,0.01,6.0,15.32,42.0
301,"(4,)",tanh,one-point,nullify,0.01,7.0,16.8,54.0
301,"(4,)",tanh,one-point,nullify,0.01,8.0,26.56,144.0
301,"(4,)",tanh,one-point,nullify,0.01,9.0,34.14,108.0
301,"(4,)",tanh,one-point,nullify,0.01,10.0,49.38,136.0
302,"(4,)",tanh,one-point,nullify,0.1,1.0,14.5,18.0
302,"(4,)",tanh,one-point,nullify,0.1,2.0,14.7,68.0
302,"(4,)",tanh,one-point,nullify,0.1,3.0,19.74,71.0
302,"(4,)",tanh,one-point,nullify,0.1,4.0,28.56,82.0
302,"(4,)",tanh,one-point,nullify,0.1,5.0,34.96,146.0
302,"(4,)",tanh,one-point,nullify,0.1,6.0,59.64,761.0
302,"(4,)",tanh,one-point,nullify,0.1,7.0,91.94,855.0
302,"(4,)",tanh,one-point,nullify,0.1,8.0,240.86,891.0
302,"(4,)",tanh,one-point,nullify,0.1,9.0,510.54,9999.0
303,"(4,)",tanh,one-point,nullify,0.5,1.0,14.2,18.0
303,"(4,)",tanh,one-point,nullify,0.5,2.0,15.82,98.0
303,"(4,)",tanh,one-point,nullify,0.5,3.0,33.82,460.0
303,"(4,)",tanh,one-point,nullify,0.5,4.0,48.86,284.0
303,"(4,)",tanh,one-point,nullify,0.5,5.0,38.12,235.0
303,"(4,)",tanh,one-point,nullify,0.5,6.0,31.4,230.0
303,"(4,)",tanh,one-point,nullify,0.5,7.0,19.04,209.0
303,"(4,)",tanh,one-point,nullify,0.5,8.0,53.56,237.0
303,"(4,)",tanh,one-point,nullify,0.5,9.0,48.22,244.0
303,"(4,)",tanh,one-point,nullify,0.5,10.0,48.78,279.0
304,"(4,)",tanh,one-point,nullify,lambda s: 5/s,1.0,13.64,18.0
304,"(4,)",tanh,one-point,nullify,lambda s: 5/s,2.0,25.04,204.0
304,"(4,)",tanh,one-point,nullify,lambda s: 5/s,3.0,41.12,217.0
304,"(4,)",tanh,one-point,nullify,lambda s: 5/s,4.0,83.52,249.0
304,"(4,)",tanh,one-point,nullify,lambda s: 5/s,5.0,300.06,9999.0
305,"(4,)",tanh,one-point,permutate,0.001,1.0,14.0,19.0
305,"(4,)",tanh,one-point,permutate,0.001,2.0,14.0,18.0
305,"(4,)",tanh,one-point,permutate,0.001,3.0,13.62,18.0
305,"(4,)",tanh,one-point,permutate,0.001,4.0,13.44,17.0
305,"(4,)",tanh,one-point,permutate,0.001,5.0,13.8,19.0
305,"(4,)",tanh,one-point,permutate,0.001,6.0,14.62,19.0
305,"(4,)",tanh,one-point,permutate,0.001,7.0,14.02,19.0
305,"(4,)",tanh,one-point,permutate,0.001,8.0,13.98,19.0
305,"(4,)",tanh,one-point,permutate,0.001,9.0,13.96,18.0
305,"(4,)",tanh,one-point,permutate,0.001,10.0,14.24,19.0
306,"(4,)",tanh,one-point,permutate,0.01,1.0,14.08,19.0
306,"(4,)",tanh,one-point,permutate,0.01,2.0,13.54,18.0
306,"(4,)",tanh,one-point,permutate,0.01,3.0,14.18,19.0
306,"(4,)",tanh,one-point,permutate,0.01,4.0,13.9,19.0
306,"(4,)",tanh,one-point,permutate,0.01,5.0,13.66,18.0
306,"(4,)",tanh,one-point,permutate,0.01,6.0,14.06,19.0
306,"(4,)",tanh,one-point,permutate,0.01,7.0,14.14,18.0
306,"(4,)",tanh,one-point,permutate,0.01,8.0,14.18,18.0
306,"(4,)",tanh,one-point,permutate,0.01,9.0,14.0,19.0
306,"(4,)",tanh,one-point,permutate,0.01,10.0,13.74,18.0
307,"(4,)",tanh,one-point,permutate,0.1,1.0,13.72,18.0
307,"(4,)",tanh,one-point,permutate,0.1,2.0,15.1,45.0
307,"(4,)",tanh,one-point,permutate,0.1,3.0,17.24,41.0
307,"(4,)",tanh,one-point,permutate,0.1,4.0,23.38,102.0
307,"(4,)",tanh,one-point,permutate,0.1,5.0,29.44,87.0
307,"(4,)",tanh,one-point,permutate,0.1,6.0,35.42,96.0
307,"(4,)",tanh,one-point,permutate,0.1,7.0,39.74,139.0
307,"(4,)",tanh,one-point,permutate,0.1,8.0,41.82,123.0
307,"(4,)",tanh,one-point,permutate,0.1,9.0,54.56,335.0
307,"(4,)",tanh,one-point,permutate,0.1,10.0,64.64,263.0
308,"(4,)",tanh,one-point,permutate,0.5,1.0,14.22,19.0
308,"(4,)",tanh,one-point,permutate,0.5,2.0,15.66,56.0
308,"(4,)",tanh,one-point,permutate,0.5,3.0,17.08,73.0
308,"(4,)",tanh,one-point,permutate,0.5,4.0,14.06,82.0
308,"(4,)",tanh,one-point,permutate,0.5,5.0,12.96,65.0
308,"(4,)",tanh,one-point,permutate,0.5,6.0,14.06,77.0
308,"(4,)",tanh,one-point,permutate,0.5,7.0,17.24,93.0
308,"(4,)",tanh,one-point,permutate,0.5,8.0,19.16,84.0
308,"(4,)",tanh,one-point,permutate,0.5,9.0,147.52,6519.0
309,"(4,)",tanh,one-point,permutate,lambda s: 5/s,1.0,13.96,19.0
309,"(4,)",tanh,one-point,permutate,lambda s: 5/s,2.0,15.9,69.0
309,"(4,)",tanh,one-point,permutate,lambda s: 5/s,3.0,18.66,69.0
309,"(4,)",tanh,one-point,permutate,lambda s: 5/s,4.0,26.6,79.0
309,"(4,)",tanh,one-point,permutate,lambda s: 5/s,5.0,51.62,826.0
309,"(4,)",tanh,one-point,permutate,lambda s: 5/s,6.0,362.88,9999.0
310,"(4,)",tanh,one-point,normal,0.001,1.0,13.9,19.0
310,"(4,)",tanh,one-point,normal,0.001,2.0,14.12,19.0
310,"(4,)",tanh,one-point,normal,0.001,3.0,14.12,18.0
310,"(4,)",tanh,one-point,normal,0.001,4.0,13.48,23.0
310,"(4,)",tanh,one-point,normal,0.001,5.0,14.4,19.0
310,"(4,)",tanh,one-point,normal,0.001,6.0,14.34,21.0
310,"(4,)",tanh,one-point,normal,0.001,7.0,14.06,23.0
310,"(4,)",tanh,one-point,normal,0.001,8.0,14.82,26.0
310,"(4,)",tanh,one-point,normal,0.001,9.0,14.94,25.0
310,"(4,)",tanh,one-point,normal,0.001,10.0,16.0,27.0
311,"(4,)",tanh,one-point,normal,0.01,1.0,14.48,18.0
311,"(4,)",tanh,one-point,normal,0.01,2.0,14.24,19.0
311,"(4,)",tanh,one-point,normal,0.01,3.0,13.78,19.0
311,"(4,)",tanh,one-point,normal,0.01,4.0,15.3,69.0
311,"(4,)",tanh,one-point,normal,0.01,5.0,18.96,68.0
311,"(4,)",tanh,one-point,normal,0.01,6.0,23.32,108.0
311,"(4,)",tanh,one-point,normal,0.01,7.0,29.18,74.0
311,"(4,)",tanh,one-point,normal,0.01,8.0,34.26,104.0
311,"(4,)",tanh,one-point,normal,0.01,9.0,49.32,245.0
311,"(4,)",tanh,one-point,normal,0.01,10.0,50.22,121.0
312,"(4,)",tanh,one-point,normal,0.1,1.0,14.06,20.0
312,"(4,)",tanh,one-point,normal,0.1,2.0,16.3,55.0
312,"(4,)",tanh,one-point,normal,0.1,3.0,20.72,82.0
312,"(4,)",tanh,one-point,normal,0.1,4.0,230.64,9999.0
313,"(4,)",tanh,one-point,normal,0.5,1.0,13.92,19.0
313,"(4,)",tanh,one-point,normal,0.5,2.0,18.78,208.0
313,"(4,)",tanh,one-point,normal,0.5,3.0,36.46,271.0
313,"(4,)",tanh,one-point,normal,0.5,4.0,33.42,160.0
