,hlayer_size,activation,crossover_method,mutation_method,mutation_rate,gen,avg,best
148,"(1,)",relu,two-point,permutate,0.5,2.0,167.66,833.0
148,"(1,)",relu,two-point,permutate,0.5,3.0,500.08,4613.0
149,"(1,)",relu,two-point,permutate,lambda s: 5/s,1.0,27.12,500.0
149,"(1,)",relu,two-point,permutate,lambda s: 5/s,2.0,176.98,690.0
149,"(1,)",relu,two-point,permutate,lambda s: 5/s,3.0,361.42,642.0
149,"(1,)",relu,two-point,permutate,lambda s: 5/s,4.0,472.32,688.0
149,"(1,)",relu,two-point,permutate,lambda s: 5/s,5.0,484.36,637.0
149,"(1,)",relu,two-point,permutate,lambda s: 5/s,6.0,495.82,684.0
149,"(1,)",relu,two-point,permutate,lambda s: 5/s,7.0,494.62,613.0
149,"(1,)",relu,two-point,permutate,lambda s: 5/s,8.0,496.1,651.0
149,"(1,)",relu,two-point,permutate,lambda s: 5/s,9.0,496.72,674.0
149,"(1,)",relu,two-point,permutate,lambda s: 5/s,10.0,500.86,641.0
150,"(1,)",relu,two-point,normal,0.001,1.0,23.34,450.0
150,"(1,)",relu,two-point,normal,0.001,2.0,138.76,651.0
150,"(1,)",relu,two-point,normal,0.001,3.0,454.42,634.0
150,"(1,)",relu,two-point,normal,0.001,4.0,485.32,658.0
150,"(1,)",relu,two-point,normal,0.001,5.0,496.7,680.0
150,"(1,)",relu,two-point,normal,0.001,6.0,483.52,669.0
150,"(1,)",relu,two-point,normal,0.001,7.0,500.24,615.0
150,"(1,)",relu,two-point,normal,0.001,8.0,484.7,581.0
150,"(1,)",relu,two-point,normal,0.001,9.0,494.1,618.0
150,"(1,)",relu,two-point,normal,0.001,10.0,499.32,622.0
151,"(1,)",relu,two-point,normal,0.01,1.0,26.08,427.0
151,"(1,)",relu,two-point,normal,0.01,2.0,106.36,344.0
151,"(1,)",relu,two-point,normal,0.01,3.0,228.4,373.0
151,"(1,)",relu,two-point,normal,0.01,4.0,279.44,425.0
151,"(1,)",relu,two-point,normal,0.01,5.0,286.44,372.0
151,"(1,)",relu,two-point,normal,0.01,6.0,280.42,383.0
151,"(1,)",relu,two-point,normal,0.01,7.0,282.32,419.0
151,"(1,)",relu,two-point,normal,0.01,8.0,292.92,375.0
151,"(1,)",relu,two-point,normal,0.01,9.0,291.54,396.0
151,"(1,)",relu,two-point,normal,0.01,10.0,285.34,385.0
152,"(1,)",relu,two-point,normal,0.1,1.0,53.58,472.0
152,"(1,)",relu,two-point,normal,0.1,2.0,278.06,649.0
152,"(1,)",relu,two-point,normal,0.1,3.0,346.8,580.0
152,"(1,)",relu,two-point,normal,0.1,4.0,374.08,540.0
152,"(1,)",relu,two-point,normal,0.1,5.0,396.06,622.0
152,"(1,)",relu,two-point,normal,0.1,6.0,441.6,624.0
152,"(1,)",relu,two-point,normal,0.1,7.0,450.4,640.0
152,"(1,)",relu,two-point,normal,0.1,8.0,426.36,617.0
152,"(1,)",relu,two-point,normal,0.1,9.0,482.84,657.0
152,"(1,)",relu,two-point,normal,0.1,10.0,449.34,592.0
153,"(1,)",relu,two-point,normal,0.5,1.0,31.52,486.0
153,"(1,)",relu,two-point,normal,0.5,2.0,150.52,530.0
153,"(1,)",relu,two-point,normal,0.5,3.0,278.64,482.0
153,"(1,)",relu,two-point,normal,0.5,4.0,333.78,553.0
153,"(1,)",relu,two-point,normal,0.5,5.0,379.48,542.0
153,"(1,)",relu,two-point,normal,0.5,6.0,363.82,596.0
153,"(1,)",relu,two-point,normal,0.5,7.0,347.48,538.0
153,"(1,)",relu,two-point,normal,0.5,8.0,354.28,593.0
153,"(1,)",relu,two-point,normal,0.5,9.0,388.02,600.0
153,"(1,)",relu,two-point,normal,0.5,10.0,368.82,518.0
154,"(1,)",relu,two-point,normal,lambda s: 5/s,1.0,48.5,569.0
154,"(1,)",relu,two-point,normal,lambda s: 5/s,2.0,184.52,584.0
154,"(1,)",relu,two-point,normal,lambda s: 5/s,3.0,354.98,607.0
154,"(1,)",relu,two-point,normal,lambda s: 5/s,4.0,397.68,577.0
154,"(1,)",relu,two-point,normal,lambda s: 5/s,5.0,407.18,579.0
154,"(1,)",relu,two-point,normal,lambda s: 5/s,6.0,426.44,609.0
154,"(1,)",relu,two-point,normal,lambda s: 5/s,7.0,434.18,605.0
154,"(1,)",relu,two-point,normal,lambda s: 5/s,8.0,438.08,555.0
154,"(1,)",relu,two-point,normal,lambda s: 5/s,9.0,439.16,537.0
154,"(1,)",relu,two-point,normal,lambda s: 5/s,10.0,453.0,600.0
155,"(1,)",relu,two-point,uniform,0.001,1.0,36.64,370.0
155,"(1,)",relu,two-point,uniform,0.001,2.0,164.94,494.0
155,"(1,)",relu,two-point,uniform,0.001,3.0,325.08,585.0
155,"(1,)",relu,two-point,uniform,0.001,4.0,362.72,491.0
155,"(1,)",relu,two-point,uniform,0.001,5.0,369.0,556.0
155,"(1,)",relu,two-point,uniform,0.001,6.0,380.46,524.0
155,"(1,)",relu,two-point,uniform,0.001,7.0,393.52,522.0
155,"(1,)",relu,two-point,uniform,0.001,8.0,390.54,517.0
155,"(1,)",relu,two-point,uniform,0.001,9.0,401.42,606.0
155,"(1,)",relu,two-point,uniform,0.001,10.0,397.98,573.0
156,"(1,)",relu,two-point,uniform,0.01,1.0,53.54,423.0
156,"(1,)",relu,two-point,uniform,0.01,2.0,215.3,469.0
156,"(1,)",relu,two-point,uniform,0.01,3.0,310.94,517.0
156,"(1,)",relu,two-point,uniform,0.01,4.0,342.22,506.0
156,"(1,)",relu,two-point,uniform,0.01,5.0,341.9,470.0
156,"(1,)",relu,two-point,uniform,0.01,6.0,347.9,532.0
156,"(1,)",relu,two-point,uniform,0.01,7.0,353.66,485.0
156,"(1,)",relu,two-point,uniform,0.01,8.0,361.9,555.0
156,"(1,)",relu,two-point,uniform,0.01,9.0,349.62,558.0
156,"(1,)",relu,two-point,uniform,0.01,10.0,373.4,657.0
157,"(1,)",relu,two-point,uniform,0.1,1.0,42.34,380.0
157,"(1,)",relu,two-point,uniform,0.1,2.0,233.6,622.0
157,"(1,)",relu,two-point,uniform,0.1,3.0,358.7,540.0
157,"(1,)",relu,two-point,uniform,0.1,4.0,360.04,515.0
157,"(1,)",relu,two-point,uniform,0.1,5.0,368.04,479.0
157,"(1,)",relu,two-point,uniform,0.1,6.0,396.16,566.0
157,"(1,)",relu,two-point,uniform,0.1,7.0,384.44,602.0
157,"(1,)",relu,two-point,uniform,0.1,8.0,378.86,582.0
157,"(1,)",relu,two-point,uniform,0.1,9.0,392.42,514.0
157,"(1,)",relu,two-point,uniform,0.1,10.0,403.84,502.0
158,"(1,)",relu,two-point,uniform,0.5,1.0,41.4,513.0
158,"(1,)",relu,two-point,uniform,0.5,2.0,295.94,654.0
158,"(1,)",relu,two-point,uniform,0.5,3.0,414.9,573.0
158,"(1,)",relu,two-point,uniform,0.5,4.0,446.34,607.0
158,"(1,)",relu,two-point,uniform,0.5,5.0,409.88,607.0
158,"(1,)",relu,two-point,uniform,0.5,6.0,398.28,606.0
158,"(1,)",relu,two-point,uniform,0.5,7.0,455.84,647.0
158,"(1,)",relu,two-point,uniform,0.5,8.0,454.6,624.0
158,"(1,)",relu,two-point,uniform,0.5,9.0,466.98,670.0
158,"(1,)",relu,two-point,uniform,0.5,10.0,446.1,597.0
159,"(1,)",relu,two-point,uniform,lambda s: 5/s,1.0,15.4,159.0
159,"(1,)",relu,two-point,uniform,lambda s: 5/s,2.0,37.0,158.0
159,"(1,)",relu,two-point,uniform,lambda s: 5/s,3.0,63.6,146.0
159,"(1,)",relu,two-point,uniform,lambda s: 5/s,4.0,75.3,182.0
159,"(1,)",relu,two-point,uniform,lambda s: 5/s,5.0,75.04,159.0
159,"(1,)",relu,two-point,uniform,lambda s: 5/s,6.0,73.8,168.0
159,"(1,)",relu,two-point,uniform,lambda s: 5/s,7.0,81.8,176.0
159,"(1,)",relu,two-point,uniform,lambda s: 5/s,8.0,75.8,132.0
159,"(1,)",relu,two-point,uniform,lambda s: 5/s,9.0,74.88,180.0
159,"(1,)",relu,two-point,uniform,lambda s: 5/s,10.0,79.18,173.0
160,"(1,)",relu,uniform,nullify,0.001,1.0,25.1,201.0
160,"(1,)",relu,uniform,nullify,0.001,2.0,81.42,337.0
160,"(1,)",relu,uniform,nullify,0.001,3.0,187.42,375.0
160,"(1,)",relu,uniform,nullify,0.001,4.0,239.26,349.0
160,"(1,)",relu,uniform,nullify,0.001,5.0,250.7,323.0
160,"(1,)",relu,uniform,nullify,0.001,6.0,262.6,381.0
160,"(1,)",relu,uniform,nullify,0.001,7.0,262.38,452.0
160,"(1,)",relu,uniform,nullify,0.001,8.0,276.86,354.0
160,"(1,)",relu,uniform,nullify,0.001,9.0,273.62,358.0
160,"(1,)",relu,uniform,nullify,0.001,10.0,274.44,410.0
161,"(1,)",relu,uniform,nullify,0.01,1.0,48.04,450.0
161,"(1,)",relu,uniform,nullify,0.01,2.0,231.7,556.0
161,"(1,)",relu,uniform,nullify,0.01,3.0,360.74,581.0
161,"(1,)",relu,uniform,nullify,0.01,4.0,371.96,633.0
161,"(1,)",relu,uniform,nullify,0.01,5.0,397.4,634.0
161,"(1,)",relu,uniform,nullify,0.01,6.0,378.7,568.0
161,"(1,)",relu,uniform,nullify,0.01,7.0,377.7,600.0
161,"(1,)",relu,uniform,nullify,0.01,8.0,403.18,616.0
161,"(1,)",relu,uniform,nullify,0.01,9.0,416.44,654.0
161,"(1,)",relu,uniform,nullify,0.01,10.0,403.86,538.0
162,"(1,)",relu,uniform,nullify,0.1,1.0,27.84,260.0
162,"(1,)",relu,uniform,nullify,0.1,2.0,95.68,319.0
162,"(1,)",relu,uniform,nullify,0.1,3.0,156.1,336.0
162,"(1,)",relu,uniform,nullify,0.1,4.0,188.74,333.0
162,"(1,)",relu,uniform,nullify,0.1,5.0,190.76,350.0
162,"(1,)",relu,uniform,nullify,0.1,6.0,201.88,345.0
162,"(1,)",relu,uniform,nullify,0.1,7.0,184.4,341.0
162,"(1,)",relu,uniform,nullify,0.1,8.0,195.86,344.0
162,"(1,)",relu,uniform,nullify,0.1,9.0,184.82,346.0
162,"(1,)",relu,uniform,nullify,0.1,10.0,196.84,352.0
163,"(1,)",relu,uniform,nullify,0.5,1.0,38.8,421.0
163,"(1,)",relu,uniform,nullify,0.5,2.0,23.14,212.0
163,"(1,)",relu,uniform,nullify,0.5,3.0,28.74,236.0
163,"(1,)",relu,uniform,nullify,0.5,4.0,37.3,255.0
163,"(1,)",relu,uniform,nullify,0.5,5.0,38.76,292.0
163,"(1,)",relu,uniform,nullify,0.5,6.0,62.58,294.0
163,"(1,)",relu,uniform,nullify,0.5,7.0,50.0,267.0
163,"(1,)",relu,uniform,nullify,0.5,8.0,47.76,266.0
163,"(1,)",relu,uniform,nullify,0.5,9.0,54.32,230.0
163,"(1,)",relu,uniform,nullify,0.5,10.0,59.82,281.0
164,"(1,)",relu,uniform,nullify,lambda s: 5/s,1.0,29.8,363.0
164,"(1,)",relu,uniform,nullify,lambda s: 5/s,2.0,181.6,462.0
164,"(1,)",relu,uniform,nullify,lambda s: 5/s,3.0,279.28,493.0
164,"(1,)",relu,uniform,nullify,lambda s: 5/s,4.0,338.02,580.0
164,"(1,)",relu,uniform,nullify,lambda s: 5/s,5.0,370.0,520.0
164,"(1,)",relu,uniform,nullify,lambda s: 5/s,6.0,376.68,625.0
164,"(1,)",relu,uniform,nullify,lambda s: 5/s,7.0,390.22,545.0
164,"(1,)",relu,uniform,nullify,lambda s: 5/s,8.0,386.14,504.0
164,"(1,)",relu,uniform,nullify,lambda s: 5/s,9.0,372.02,497.0
164,"(1,)",relu,uniform,nullify,lambda s: 5/s,10.0,385.04,522.0
165,"(1,)",relu,uniform,permutate,0.001,1.0,42.82,443.0
165,"(1,)",relu,uniform,permutate,0.001,2.0,151.84,499.0
165,"(1,)",relu,uniform,permutate,0.001,3.0,341.74,608.0
165,"(1,)",relu,uniform,permutate,0.001,4.0,416.44,580.0
165,"(1,)",relu,uniform,permutate,0.001,5.0,430.28,527.0
165,"(1,)",relu,uniform,permutate,0.001,6.0,392.82,510.0
165,"(1,)",relu,uniform,permutate,0.001,7.0,413.86,593.0
165,"(1,)",relu,uniform,permutate,0.001,8.0,413.6,543.0
165,"(1,)",relu,uniform,permutate,0.001,9.0,412.56,531.0
165,"(1,)",relu,uniform,permutate,0.001,10.0,417.92,558.0
166,"(1,)",relu,uniform,permutate,0.01,1.0,33.08,514.0
166,"(1,)",relu,uniform,permutate,0.01,2.0,177.98,542.0
166,"(1,)",relu,uniform,permutate,0.01,3.0,363.08,592.0
166,"(1,)",relu,uniform,permutate,0.01,4.0,402.9,586.0
166,"(1,)",relu,uniform,permutate,0.01,5.0,416.46,545.0
166,"(1,)",relu,uniform,permutate,0.01,6.0,435.58,635.0
166,"(1,)",relu,uniform,permutate,0.01,7.0,439.24,580.0
166,"(1,)",relu,uniform,permutate,0.01,8.0,432.64,560.0
166,"(1,)",relu,uniform,permutate,0.01,9.0,447.04,554.0
166,"(1,)",relu,uniform,permutate,0.01,10.0,436.4,571.0
167,"(1,)",relu,uniform,permutate,0.1,1.0,31.08,404.0
167,"(1,)",relu,uniform,permutate,0.1,2.0,213.94,659.0
167,"(1,)",relu,uniform,permutate,0.1,3.0,430.68,621.0
167,"(1,)",relu,uniform,permutate,0.1,4.0,440.14,653.0
167,"(1,)",relu,uniform,permutate,0.1,5.0,524.48,3181.0
168,"(1,)",relu,uniform,permutate,0.5,1.0,22.28,285.0
168,"(1,)",relu,uniform,permutate,0.5,2.0,139.32,4388.0
169,"(1,)",relu,uniform,permutate,lambda s: 5/s,1.0,37.02,484.0
169,"(1,)",relu,uniform,permutate,lambda s: 5/s,2.0,157.94,505.0
169,"(1,)",relu,uniform,permutate,lambda s: 5/s,3.0,407.0,755.0
169,"(1,)",relu,uniform,permutate,lambda s: 5/s,4.0,433.34,648.0
169,"(1,)",relu,uniform,permutate,lambda s: 5/s,5.0,425.12,604.0
169,"(1,)",relu,uniform,permutate,lambda s: 5/s,6.0,454.4,630.0
169,"(1,)",relu,uniform,permutate,lambda s: 5/s,7.0,468.82,702.0
169,"(1,)",relu,uniform,permutate,lambda s: 5/s,8.0,482.5,634.0
169,"(1,)",relu,uniform,permutate,lambda s: 5/s,9.0,455.38,661.0
169,"(1,)",relu,uniform,permutate,lambda s: 5/s,10.0,490.74,602.0
170,"(1,)",relu,uniform,normal,0.001,1.0,37.44,482.0
170,"(1,)",relu,uniform,normal,0.001,2.0,214.4,664.0
170,"(1,)",relu,uniform,normal,0.001,3.0,332.34,517.0
170,"(1,)",relu,uniform,normal,0.001,4.0,360.54,496.0
170,"(1,)",relu,uniform,normal,0.001,5.0,390.84,587.0
170,"(1,)",relu,uniform,normal,0.001,6.0,409.16,584.0
170,"(1,)",relu,uniform,normal,0.001,7.0,402.94,588.0
170,"(1,)",relu,uniform,normal,0.001,8.0,414.64,534.0
170,"(1,)",relu,uniform,normal,0.001,9.0,416.66,548.0
170,"(1,)",relu,uniform,normal,0.001,10.0,439.88,570.0
171,"(1,)",relu,uniform,normal,0.01,1.0,19.58,228.0
171,"(1,)",relu,uniform,normal,0.01,2.0,57.02,284.0
171,"(1,)",relu,uniform,normal,0.01,3.0,138.54,265.0
171,"(1,)",relu,uniform,normal,0.01,4.0,162.26,265.0
171,"(1,)",relu,uniform,normal,0.01,5.0,181.74,292.0
171,"(1,)",relu,uniform,normal,0.01,6.0,184.22,266.0
171,"(1,)",relu,uniform,normal,0.01,7.0,181.32,260.0
171,"(1,)",relu,uniform,normal,0.01,8.0,190.8,306.0
171,"(1,)",relu,uniform,normal,0.01,9.0,183.52,270.0
171,"(1,)",relu,uniform,normal,0.01,10.0,191.98,263.0
172,"(1,)",relu,uniform,normal,0.1,1.0,32.32,443.0
172,"(1,)",relu,uniform,normal,0.1,2.0,175.24,534.0
172,"(1,)",relu,uniform,normal,0.1,3.0,341.08,636.0
172,"(1,)",relu,uniform,normal,0.1,4.0,402.86,635.0
172,"(1,)",relu,uniform,normal,0.1,5.0,444.2,697.0
172,"(1,)",relu,uniform,normal,0.1,6.0,456.54,686.0
172,"(1,)",relu,uniform,normal,0.1,7.0,461.74,651.0
172,"(1,)",relu,uniform,normal,0.1,8.0,454.94,638.0
172,"(1,)",relu,uniform,normal,0.1,9.0,451.92,615.0
172,"(1,)",relu,uniform,normal,0.1,10.0,473.72,636.0
173,"(1,)",relu,uniform,normal,0.5,1.0,33.62,306.0
173,"(1,)",relu,uniform,normal,0.5,2.0,147.82,420.0
173,"(1,)",relu,uniform,normal,0.5,3.0,222.1,468.0
173,"(1,)",relu,uniform,normal,0.5,4.0,268.84,452.0
173,"(1,)",relu,uniform,normal,0.5,5.0,273.0,471.0
173,"(1,)",relu,uniform,normal,0.5,6.0,276.9,494.0
173,"(1,)",relu,uniform,normal,0.5,7.0,308.98,429.0
173,"(1,)",relu,uniform,normal,0.5,8.0,318.64,454.0
173,"(1,)",relu,uniform,normal,0.5,9.0,290.26,432.0
173,"(1,)",relu,uniform,normal,0.5,10.0,312.58,407.0
174,"(1,)",relu,uniform,normal,lambda s: 5/s,1.0,19.52,106.0
174,"(1,)",relu,uniform,normal,lambda s: 5/s,2.0,41.8,149.0
174,"(1,)",relu,uniform,normal,lambda s: 5/s,3.0,67.2,159.0
174,"(1,)",relu,uniform,normal,lambda s: 5/s,4.0,89.28,195.0
174,"(1,)",relu,uniform,normal,lambda s: 5/s,5.0,92.28,212.0
174,"(1,)",relu,uniform,normal,lambda s: 5/s,6.0,85.94,168.0
174,"(1,)",relu,uniform,normal,lambda s: 5/s,7.0,89.64,213.0
174,"(1,)",relu,uniform,normal,lambda s: 5/s,8.0,90.24,164.0
174,"(1,)",relu,uniform,normal,lambda s: 5/s,9.0,88.64,197.0
174,"(1,)",relu,uniform,normal,lambda s: 5/s,10.0,98.24,185.0
175,"(1,)",relu,uniform,uniform,0.001,1.0,30.78,359.0
175,"(1,)",relu,uniform,uniform,0.001,2.0,148.06,353.0
175,"(1,)",relu,uniform,uniform,0.001,3.0,195.16,332.0
175,"(1,)",relu,uniform,uniform,0.001,4.0,251.14,354.0
175,"(1,)",relu,uniform,uniform,0.001,5.0,259.58,330.0
175,"(1,)",relu,uniform,uniform,0.001,6.0,251.42,347.0
175,"(1,)",relu,uniform,uniform,0.001,7.0,266.48,407.0
175,"(1,)",relu,uniform,uniform,0.001,8.0,267.04,364.0
175,"(1,)",relu,uniform,uniform,0.001,9.0,272.1,374.0
175,"(1,)",relu,uniform,uniform,0.001,10.0,261.1,409.0
176,"(1,)",relu,uniform,uniform,0.01,1.0,22.18,187.0
176,"(1,)",relu,uniform,uniform,0.01,2.0,82.26,288.0
176,"(1,)",relu,uniform,uniform,0.01,3.0,134.58,294.0
176,"(1,)",relu,uniform,uniform,0.01,4.0,154.54,287.0
176,"(1,)",relu,uniform,uniform,0.01,5.0,165.8,307.0
176,"(1,)",relu,uniform,uniform,0.01,6.0,178.36,298.0
176,"(1,)",relu,uniform,uniform,0.01,7.0,186.84,315.0
176,"(1,)",relu,uniform,uniform,0.01,8.0,180.72,293.0
176,"(1,)",relu,uniform,uniform,0.01,9.0,195.06,272.0
176,"(1,)",relu,uniform,uniform,0.01,10.0,201.16,294.0
177,"(1,)",relu,uniform,uniform,0.1,1.0,25.36,214.0
177,"(1,)",relu,uniform,uniform,0.1,2.0,40.9,155.0
177,"(1,)",relu,uniform,uniform,0.1,3.0,85.38,229.0
177,"(1,)",relu,uniform,uniform,0.1,4.0,91.16,163.0
177,"(1,)",relu,uniform,uniform,0.1,5.0,89.6,178.0
177,"(1,)",relu,uniform,uniform,0.1,6.0,105.86,227.0
177,"(1,)",relu,uniform,uniform,0.1,7.0,96.72,183.0
177,"(1,)",relu,uniform,uniform,0.1,8.0,91.36,213.0
177,"(1,)",relu,uniform,uniform,0.1,9.0,85.16,151.0
177,"(1,)",relu,uniform,uniform,0.1,10.0,82.34,212.0
178,"(1,)",relu,uniform,uniform,0.5,1.0,16.08,76.0
178,"(1,)",relu,uniform,uniform,0.5,2.0,26.56,126.0
178,"(1,)",relu,uniform,uniform,0.5,3.0,45.98,154.0
178,"(1,)",relu,uniform,uniform,0.5,4.0,62.86,166.0
178,"(1,)",relu,uniform,uniform,0.5,5.0,72.52,173.0
178,"(1,)",relu,uniform,uniform,0.5,6.0,66.08,178.0
178,"(1,)",relu,uniform,uniform,0.5,7.0,71.7,154.0
178,"(1,)",relu,uniform,uniform,0.5,8.0,75.18,156.0
178,"(1,)",relu,uniform,uniform,0.5,9.0,93.36,156.0
178,"(1,)",relu,uniform,uniform,0.5,10.0,88.68,206.0
179,"(1,)",relu,uniform,uniform,lambda s: 5/s,1.0,45.46,579.0
179,"(1,)",relu,uniform,uniform,lambda s: 5/s,2.0,245.86,584.0
179,"(1,)",relu,uniform,uniform,lambda s: 5/s,3.0,409.74,666.0
179,"(1,)",relu,uniform,uniform,lambda s: 5/s,4.0,430.86,622.0
179,"(1,)",relu,uniform,uniform,lambda s: 5/s,5.0,433.02,586.0
179,"(1,)",relu,uniform,uniform,lambda s: 5/s,6.0,450.42,646.0
179,"(1,)",relu,uniform,uniform,lambda s: 5/s,7.0,432.0,585.0
179,"(1,)",relu,uniform,uniform,lambda s: 5/s,8.0,451.18,618.0
179,"(1,)",relu,uniform,uniform,lambda s: 5/s,9.0,462.82,602.0
179,"(1,)",relu,uniform,uniform,lambda s: 5/s,10.0,484.82,621.0
180,"(1,)",identity,one-point,nullify,0.001,1.0,3691.68,9999.0
180,"(1,)",identity,one-point,nullify,0.001,2.0,6833.9,9999.0
181,"(1,)",identity,one-point,nullify,0.01,1.0,2683.62,9999.0
181,"(1,)",identity,one-point,nullify,0.01,2.0,7020.96,9999.0
182,"(1,)",identity,one-point,nullify,0.1,1.0,3471.66,9999.0
182,"(1,)",identity,one-point,nullify,0.1,2.0,3023.1,9999.0
183,"(1,)",identity,one-point,nullify,0.5,1.0,3872.04,9999.0
183,"(1,)",identity,one-point,nullify,0.5,2.0,197.24,5593.0
184,"(1,)",identity,one-point,nullify,lambda s: 5/s,1.0,4085.54,9999.0
184,"(1,)",identity,one-point,nullify,lambda s: 5/s,2.0,6628.28,9999.0
185,"(1,)",identity,one-point,permutate,0.001,1.0,4267.02,9999.0
185,"(1,)",identity,one-point,permutate,0.001,2.0,6031.7,9999.0
186,"(1,)",identity,one-point,permutate,0.01,1.0,3677.62,9999.0
186,"(1,)",identity,one-point,permutate,0.01,2.0,6436.3,9999.0
187,"(1,)",identity,one-point,permutate,0.1,1.0,3671.48,9999.0
187,"(1,)",identity,one-point,permutate,0.1,2.0,6631.52,9999.0
188,"(1,)",identity,one-point,permutate,0.5,1.0,4049.76,9999.0
188,"(1,)",identity,one-point,permutate,0.5,2.0,3650.22,9999.0
189,"(1,)",identity,one-point,permutate,lambda s: 5/s,1.0,2874.5,9999.0
189,"(1,)",identity,one-point,permutate,lambda s: 5/s,2.0,5835.22,9999.0
190,"(1,)",identity,one-point,normal,0.001,1.0,2895.98,9999.0
190,"(1,)",identity,one-point,normal,0.001,2.0,5445.84,9999.0
191,"(1,)",identity,one-point,normal,0.01,1.0,3279.44,9999.0
191,"(1,)",identity,one-point,normal,0.01,2.0,5987.96,9999.0
192,"(1,)",identity,one-point,normal,0.1,1.0,3262.96,9999.0
192,"(1,)",identity,one-point,normal,0.1,2.0,3631.38,9999.0
193,"(1,)",identity,one-point,normal,0.5,1.0,3692.44,9999.0
193,"(1,)",identity,one-point,normal,0.5,2.0,22.06,132.0
193,"(1,)",identity,one-point,normal,0.5,3.0,436.24,9999.0
194,"(1,)",identity,one-point,normal,lambda s: 5/s,1.0,3477.92,9999.0
194,"(1,)",identity,one-point,normal,lambda s: 5/s,2.0,6627.42,9999.0
195,"(1,)",identity,one-point,uniform,0.001,1.0,3879.66,9999.0
195,"(1,)",identity,one-point,uniform,0.001,2.0,5840.14,9999.0
196,"(1,)",identity,one-point,uniform,0.01,1.0,3296.34,9999.0
196,"(1,)",identity,one-point,uniform,0.01,2.0,6622.1,9999.0
197,"(1,)",identity,one-point,uniform,0.1,1.0,3493.42,9999.0
197,"(1,)",identity,one-point,uniform,0.1,2.0,4835.58,9999.0
198,"(1,)",identity,one-point,uniform,0.5,1.0,2680.32,9999.0
198,"(1,)",identity,one-point,uniform,0.5,2.0,433.36,9999.0
199,"(1,)",identity,one-point,uniform,lambda s: 5/s,1.0,3676.06,9999.0
199,"(1,)",identity,one-point,uniform,lambda s: 5/s,2.0,7026.24,9999.0
200,"(1,)",identity,two-point,nullify,0.001,1.0,4058.86,9999.0
200,"(1,)",identity,two-point,nullify,0.001,2.0,7226.18,9999.0
201,"(1,)",identity,two-point,nullify,0.01,1.0,3098.88,9999.0
201,"(1,)",identity,two-point,nullify,0.01,2.0,5659.24,9999.0
202,"(1,)",identity,two-point,nullify,0.1,1.0,3876.42,9999.0
202,"(1,)",identity,two-point,nullify,0.1,2.0,3851.76,9999.0
203,"(1,)",identity,two-point,nullify,0.5,1.0,3468.9,9999.0
203,"(1,)",identity,two-point,nullify,0.5,2.0,330.9,9999.0
204,"(1,)",identity,two-point,nullify,lambda s: 5/s,1.0,2475.36,9999.0
204,"(1,)",identity,two-point,nullify,lambda s: 5/s,2.0,6634.18,9999.0
205,"(1,)",identity,two-point,permutate,0.001,1.0,4264.44,9999.0
205,"(1,)",identity,two-point,permutate,0.001,2.0,5835.8,9999.0
206,"(1,)",identity,two-point,permutate,0.01,1.0,2885.46,9999.0
206,"(1,)",identity,two-point,permutate,0.01,2.0,6628.1,9999.0
207,"(1,)",identity,two-point,permutate,0.1,1.0,3887.1,9999.0
207,"(1,)",identity,two-point,permutate,0.1,2.0,5836.54,9999.0
208,"(1,)",identity,two-point,permutate,0.5,1.0,4660.14,9999.0
208,"(1,)",identity,two-point,permutate,0.5,2.0,5030.86,9999.0
209,"(1,)",identity,two-point,permutate,lambda s: 5/s,1.0,2293.94,9999.0
209,"(1,)",identity,two-point,permutate,lambda s: 5/s,2.0,6423.42,9999.0
210,"(1,)",identity,two-point,normal,0.001,1.0,4849.56,9999.0
210,"(1,)",identity,two-point,normal,0.001,2.0,7422.02,9999.0
211,"(1,)",identity,two-point,normal,0.01,1.0,2879.2,9999.0
211,"(1,)",identity,two-point,normal,0.01,2.0,6642.48,9999.0
212,"(1,)",identity,two-point,normal,0.1,1.0,4069.1,9999.0
212,"(1,)",identity,two-point,normal,0.1,2.0,4875.06,9999.0
213,"(1,)",identity,two-point,normal,0.5,1.0,2911.16,9999.0
213,"(1,)",identity,two-point,normal,0.5,2.0,232.82,9999.0
214,"(1,)",identity,two-point,normal,lambda s: 5/s,1.0,3681.78,9999.0
214,"(1,)",identity,two-point,normal,lambda s: 5/s,2.0,6232.78,9999.0
215,"(1,)",identity,two-point,uniform,0.001,1.0,3871.5,9999.0
215,"(1,)",identity,two-point,uniform,0.001,2.0,6238.26,9999.0
216,"(1,)",identity,two-point,uniform,0.01,1.0,3683.78,9999.0
216,"(1,)",identity,two-point,uniform,0.01,2.0,5644.96,9999.0
217,"(1,)",identity,two-point,uniform,0.1,1.0,3275.14,9999.0
217,"(1,)",identity,two-point,uniform,0.1,2.0,3653.86,9999.0
218,"(1,)",identity,two-point,uniform,0.5,1.0,3660.4,9999.0
218,"(1,)",identity,two-point,uniform,0.5,2.0,639.44,9999.0
219,"(1,)",identity,two-point,uniform,lambda s: 5/s,1.0,2076.14,9999.0
219,"(1,)",identity,two-point,uniform,lambda s: 5/s,2.0,6440.74,9999.0
220,"(1,)",identity,uniform,nullify,0.001,1.0,3662.4,9999.0
220,"(1,)",identity,uniform,nullify,0.001,2.0,6430.28,9999.0
